id,name,username,created_at,description,public_metrics,verified
575753047,Ryan Smith,RASmith481,2012-05-09T23:13:06.000Z,ex @Coinbase @Tagomi,83,1
1686308038481793025,CRAB,crabsite,2023-08-01T09:29:27.000Z,Snip. Snip.,216,2
1308607309375913986,blockbird,_blockbird,2020-09-23T03:21:20.000Z,"Collector, investor, advisor, photographer, animal software connoisseur. From NZ, currently London. https://t.co/fttLD2BVgo (dark mode wild citadel) ⌐◨-◨",7626,100
2424216920,James Healy,healyjamesf,2014-04-02T18:58:17.000Z,,140,4
1430181533198036996,MonkeDAO🍌,MonkeDAO,2021-08-24T14:53:53.000Z,"Reject Humanity, Return to Monke. Solana's first community-owned & operated NFT DAO. Exclusive to @SolanaMBS owners. 🐵🍌 https://t.co/VzlfZbyRSz",78851,649
334920635,Reo Anderson,ReoNuevo,2011-07-13T21:39:41.000Z,monk in a mosh pit • angel @monad_xyz & @endlesssfm • having fun on @pancakesbrah • doing things @wassie • buldin somthn,7094,41
1253939558514692098,People's City Council - Los Angeles,PplsCityCouncil,2020-04-25T06:51:11.000Z,"Abolitionist, anti-capitalist & anti-imperialist collective amplifying voice of the ppl - direct action, public ed + community @ @RobinsonSpaceLA @pplscityprop",73122,504
1572913554138992640,0xPass,0xpass_io,2022-09-22T11:40:00.000Z,Programmable & MPC-based distributed key management network.,1481,43
1629759408359227396,MultiOn,MultiOn_AI,2023-02-26T08:25:05.000Z,AI Agents that act on your behalf,15228,244
1387497871751196672,Watcher.Guru,WatcherGuru,2021-04-28T20:04:12.000Z,"Watcher Guru gives you unparalleled, unbiased coverage of all-things finance in real-time | Tweets Are Not Financial Advice",2326863,11251
1395947085925650433,N8,0x_N8_,2021-05-22T03:38:20.000Z,That’s my quant. @GuruIndicator • Computer Engineer • @0xBasement,315,3
3224409977,Monzo 🏦,monzo,2015-04-30T12:53:58.000Z,Tweets you can bank on.,146689,967
1729178068462280704,ZynCoin,ZynCoinERC20,2023-11-27T16:39:23.000Z,"Upper deckys only. Official ZynCoin account | First to put mankind’s favorite nic on eth, base and sol $ZYN | *Not Affiliated with PMI*",7026,25
1252036945192136710,Sami,0xSami_,2020-04-20T00:50:50.000Z,co-founder @redactedcartel | reducing expectations and improving outcomes | helping make @berachain real,18738,415
1621759091520454656,Notable Pepes,NotablePepes,2023-02-04T06:36:26.000Z,These Pepes may or may not be notable. Inspect the goods at: https://t.co/rsJYrTP3ur,9453,81
204279080,ETH Zurich,ETH_en,2010-10-18T10:39:04.000Z,"This is the official Twitter account of ETH Zurich in English. Stay tuned for the latest news on research, technology and education. Deutscher Account: @eth",92865,803
1779923498002964480,init4 tech,init4tech,2024-04-15T17:23:50.000Z,"research collective building next gen ethereum 

🎀 💻",398,8
730133482245111809,Adam,Rhynotic,2016-05-10T20:32:42.000Z,,7927,78
1175650198116347904,Alfa,alfaketchum,2019-09-22T05:59:02.000Z,"| Clurb Cap | breakfastclubbd | writtooooor, tradoooor, |",12077,341
1457093973604847620,Bunzy,0xBunzy,2021-11-06T21:14:20.000Z,Building @Omnisats • @VersatusLabs • Fake Artist @mullet_punks,22516,158
501801749,Boston Consulting Group,BCG,2012-02-24T13:59:03.000Z,"Official global account of Boston Consulting Group. Highlights of our work, initiatives, people, partnerships, and more. Also @BCGhenderson & @bcgx_",504786,4166
1122620681580163072,FC Bayern News,iMiaSanMia_GER,2019-04-28T21:56:42.000Z,Deutscher Account von @iMiaSanMia,30839,128
956841052563910656,The Spartan Group,TheSpartanGroup,2018-01-26T10:47:38.000Z,"We advise, invest, and build with the best entrepreneurs in Web3.

Studio: @TheSpartanLabs",65533,1535
1237544865216507906,The Defiant,DefiantNews,2020-03-11T01:04:40.000Z,"Unbiased & independent DeFi coverage trusted by 400K+ investors worldwide. 

Subscribe to our free DeFi Daily newsletter. 5 min read. No Shilling. No Bias.",109866,2674
1405869655785345024,Matt | Arch Ntwrk,proofofmud,2021-06-18T12:47:13.000Z,Visionary. From Sneakers To Smart Contracts 👟 💻 CEO @archntwrk,1845,22
1496982313858699267,Crypto: The Game,cryptothegame_,2022-02-24T22:56:40.000Z,A massive crypto survival game. CTG S3 is coming soon.,10853,52
1226391671325069313,DIMO 🚙⚡️📡,DIMO_Network,2020-02-09T06:25:43.000Z,"DIMO helps drivers get the most from their cars. 

Download the app to connect, earn rewards, & help build the future of mobility.",22769,214
1752786575878967296,Nirmaan,nirmaanai,2024-01-31T20:11:10.000Z,Gateway to decentralizing AI compute & models.,1572,64
1699407750298492928,clusters/,clustersxyz,2023-09-06T13:02:56.000Z,"Your universal name

Built by @delegatedotxyz on @LayerZero_Labs",24668,146
1153589112651177985,Alex Watts | Permissionless Arc,ThogardPvP,2019-07-23T08:54:11.000Z,Building Execution Abstraction  (@atlasEVM) at FastLane Labs (@0xFastLane) || Former: MEV || Past Life: TradFi,6505,158
914183227723657216,Andrew Kirillov 🎱_🎱,a_kirillo,2017-09-30T17:40:40.000Z,"(no business doing) cryptography/systems @renegade_fi; prev: @paradigm, @polychain, @calblockchain, @kp_fellows, @ucberkeleymet; pfp creds to @yamer",2826,105
15008602,Weiwei Geng,weiweigeng,2008-06-04T18:42:19.000Z,"CEO @takigames_io, founder @KUNGFUVERSE @rallyprotocol building web3 and games.",7706,3
875103478946775040,1confirmation,1confirmation,2017-06-14T21:31:42.000Z,SKIN IN THE GAME OR STFU,23457,757
1437933492118097926,Bayern & Die Mannschaft,iMiaSanMia_en,2021-09-15T00:17:35.000Z,FC Bayern 🔴 | Die Mannschaft 🇩🇪 | @iMiaSanMia,93995,155
1715574925036077056,Rico Credit System,ricocreditsys,2023-10-21T03:45:27.000Z,"We're building Rico, a stable cryptoasset with an emphasis on automation and market rate discovery.

Site: https://t.co/7XlRvVyaY0
Discord: https://t.co/UTc3jNAPYj",605,14
1661523610111193088,xAI,xai,2023-05-25T00:06:30.000Z,,1003298,2958
876836424036659200,Anduril Industries,anduriltech,2017-06-19T16:17:49.000Z,"Anduril is shaping the future of defense, transforming U.S. & allied military capabilities with advanced technology.",50261,430
1681671645126164482,pkgx,pkgxdev,2023-07-19T14:26:15.000Z,"pkgx is a blazingly fast, standalone, cross‐platform binary that runs anything, anywhere – from @mxcl the creator of Homebrew",877,6
1107708251389464576,Arden De Vaul,DeVaul,2019-03-18T18:20:02.000Z,O2 Lax🛡✊🏼Don Bosco Prep Class of 2023,10,0
77978483,Ash Arora,0xashesonchain,2009-09-28T10:19:45.000Z,"Partner @LocalGlobeVC • @forbes 30u30 • Ex-investments lead @0xPolygonLabs, tradfi @Citi • Advisor @oviohq @techstars @wagmi_vc • Trust = Consistency",29278,139
2811856052,Emma Rose Bienvenu,emmarosepb,2014-09-15T19:54:33.000Z,,2309,45
1445505427114913793,Tribe Capital,tribecap,2021-10-05T21:45:38.000Z,We are a $1.6B+ AUM venture capital firm focused on using product and data science to engineer N-of-1 companies and investments.,5079,87
1590610336582967298,WORLD LIBERTY CONGRESS,WLCongress,2022-11-10T07:41:15.000Z,Connecting freedom fighters across the globe. #TogetherWeAreStronger,4915,34
51257255,Natasha Jaques,natashajaques,2009-06-26T22:36:02.000Z,Senior Research Scientist at @GoogleAI and Assistant Professor @uwcse. Social Reinforcement Learning in multi-agent and human-AI interactions. PhD from @MIT.,24856,452
2796556901,Bitrefill,bitrefill,2014-09-30T22:15:17.000Z,"Live on crypto. Buy gift cards, pay bills & refill phones with Bitcoin -and get sats back- everywhere 🌎🌍🌏",57813,590
1526974888774361094,EYEKON,EYEKONNFT,2022-05-18T17:16:06.000Z,“Innovation through connection”,12398,48
1399513177973350403,frankie,FrankieIsLost,2021-05-31T23:48:53.000Z,research + investing @paradigm,20030,465
1396243803766333442,Whale_Chapo,whale_chapo,2021-05-22T23:17:35.000Z,I'm just here for the crypto and NFTs... Oh and the Pow Pow. catch the Wave.,651,5
1535277031423737857,Code Canvas,CodeCanvas_Art,2022-06-10T15:05:54.000Z,|| Solana's Long-form Generative Art Platform || SEASON 2 Live! || CoCa Passes: https://t.co/tubCLOIkQ3,4362,44
1168028988091985920,Zora,ourZORA,2019-09-01T05:14:44.000Z,https://t.co/Vx66LlHGb8,203025,1803
1544278635984883712,Salus,salus_sec,2022-07-05T11:15:08.000Z,Our research-driven approach tackles the toughest #security challenges in Web3 while pioneering innovative #ZK solutions.,11296,60
1198826232487407616,thecoreloop,thecoreloop,2019-11-25T04:50:41.000Z,Daily gaming news directly to your DM.  Bet you'll learn something every time you see us.,1854,56
1612401315908386816,orb land,orb_land,2023-01-09T10:50:23.000Z,harberger tax-governed time,3463,42
1328537778154475521,.,BoukenBull,2020-11-17T03:18:00.000Z,.,1685,27
1422551818899501057,Viv,vvntp6,2021-08-03T13:36:12.000Z,@zulandia_taiwan @hiabcdao @da0_g0v_tw,832,17
1668448301425803264,PhoenixNews.io,PhoenixNews_io,2023-06-13T02:41:00.000Z,"Actionable trading terminal gathering real-time crypto news

News Feed Terminal: https://t.co/ihTXfGHmYL
Discord: https://t.co/wZb8cjL7pH",1218,43
1532048862722109440,Sindri,SindriLabs,2022-06-01T17:18:55.000Z,"A simple, powerful platform built for the teams and organizations that need reliable, serverless infrastructure.",1914,29
253167239,Goldman Sachs,GoldmanSachs,2011-02-16T17:59:09.000Z,"We are Goldman Sachs. Follow us for the latest in global and local economic progress, firm news, and thought leadership. https://t.co/3FRVF3sdcC",1038300,7880
1547598080173678592,Hostile Design,hostiledesign,2022-07-14T15:05:25.000Z,"•examples of hostility of all kinds toward the houseless, disabled, and general public•",134225,183
1583390662677991424,beaverbuild,beaverbuild,2022-10-21T09:32:29.000Z,https://t.co/5rmarwjQhT,2071,24
1634129045393637379,Utila,utila_io,2023-03-10T09:49:08.000Z,Enabling organizations to manage their digital assets securely.,1192,22
1666394895383416832,Bagel 🥯,bagel_network,2023-06-07T10:41:47.000Z,Decentralized AI for humans and agents,2938,172
1287576585353039872,cygaar,0xCygaar,2020-07-27T02:32:53.000Z,I explain crypto topics in simple terms. contributing to @frame_xyz. advisor @MocaverseNFT.,86055,1277
973588864983068673,BlockchainColumbia.eth,BlockchainatCU,2018-03-13T15:57:28.000Z,"Student-run organization aiming to build a community around distributed ledger technology through education, discussion, and development. 🦁 Lion DAO",2294,57
60050283,Florian Glatz,heckerhut,2009-07-25T12:47:54.000Z,OG Crypto Lawyer 🌈 Policy @eucinitiative | Polity @commonground_cg,4461,162
102197855,matthewb.eth,0xmatthewb,2010-01-05T23:15:27.000Z,"contributor @juiceboxETH | product marketing and growth | prev. NounsDAO, RAW DAO | learning to code | mostly on Farcaster",2543,73
513341499,Abdel 全快 🐉 🐺 Zenkai,dimahledba,2012-03-03T16:28:50.000Z,Head of Ecosystem at @StarkWareLtd . Building a Zenkai Boost for @Starknet.,25298,289
1385255363591692290,Jackie | Mother of Degens 🐉,thejackiedutton,2021-04-22T15:33:20.000Z,"Professional Sasshole💥 
Brain of @UselessCrypto - if SNL's Weekend Update & The Babylon Bee did Crypto Partner @BSCNews 
Discord 2pacsofcoors
Pronouns (Try/Me)",4184,21
134196350,Flightradar24,flightradar24,2010-04-17T18:27:21.000Z,"Track air traffic in real time from all around the world! 
Apps: https://t.co/AnZhJUIrBg | FAQ: https://t.co/WkTgAaePHs | Support: https://t.co/BomORktp7R",1104144,6233
1187613156937330688,Jay,jayendra_jog,2019-10-25T06:13:44.000Z,Co-Founder @Sei_Labs // Previously at @RobinhoodApp,24404,338
15357343,marissa,marissa,2008-07-08T19:49:52.000Z,knicks fan. book club. investing @room40xyz,12627,327
16683666,The Spectator,spectator,2008-10-10T14:26:35.000Z,"Politics, culture and more; weekly since 1828, and a bit more often here. Try a month free – https://t.co/e53FMwNN03",263940,3331
954005112174862336,Bitboy Crypto,Bitboy_Crypto,2018-01-18T14:58:38.000Z,💰Partnered with @Stake the Leading Crypto-Betting Platform-Creator,1051340,5849
206026629,Richard Sutton,RichardSSutton,2010-10-22T03:35:57.000Z,"Student of mind and nature, libertarian, chess player, cancer survivor. @ Keen Technologies, UAlberta, Amii, RLAI, The Royal Society, RichSutton.eth",25695,283
1539990766298218497,AthenaDAO 🧬🪩,athena_DAO_,2022-06-23T15:16:41.000Z,"Transformative women’s health research funding, education, and access. #web3 #womenshealth #biotech Backed by @bio_xyz Join 👉 https://t.co/8hwhrqeu3A",4187,83
1534083976775749632,LiberalMilei 🇦🇷,LiberalMilei27,2022-06-07T08:05:04.000Z,Argentina mejor país del mundo🇦🇷,505287,351
1777248204649807872,Drift Foundation,DriftFDN,2024-04-08T08:13:02.000Z,"The official Drift Foundation account powering the Drift Ecosystem. 

Accelerating the future of DeFi trading.",14234,58
390635737,yue,yueko__,2011-10-14T08:54:13.000Z,"yueko / illustrator 
shop: https://t.co/XBJbytxSOF
stream: https://t.co/byezsjcsra 
email: yueko.art@gmail.com 
cat: @cl207",338948,2627
801246156340740096,ilemi,andrewhong5297,2016-11-23T02:09:04.000Z,"Headmaster @duneanalytics | Founder @cryptodatabytes advisor @archetypevc 👇Start your data journey (ethereum, solana, bitcoin)",15982,460
1758666480609091584,Retromorph,retromorphism,2024-02-17T01:35:52.000Z,,492,4
1352340390876209153,StreamingFast ⏫,streamingfastio,2021-01-21T19:41:03.000Z,"Chain data at extreme speeds and awesome composability.

Firehose, Substreams, @Graphprotocol core devs.
FR: @StreamingFastFR",14911,98
17416571,Airbnb,Airbnb,2008-11-16T02:10:58.000Z,"Opening the door to extraordinary experiences
Customer support ➡️ @AirbnbHelp",877445,6137
1748389249291059201,Offline Foundation,OfflineFDN,2024-01-19T16:58:20.000Z,@OfflineOracles @OfflineProtocol,509,4
1484619984647213056,OUT OF ORDER,outttoforderrr,2022-01-21T20:12:49.000Z,"A sketch comedy show starring John Feitelberg, Lil Sasquatch, Nick Turani & KB No Swag created by Owen Roeder & Mikey Pavinelli",43649,42
1683528678687268864,Henry Nguyen,henryng__,2023-07-24T17:25:00.000Z,CS @uwaterloo,376,2
1165082292085116929,Kent Lin,kentlinyy,2019-08-24T02:04:10.000Z,"President @Harvard @hbscryptoclub | HBS MBA | prev Partner @GSRVfund @gsrventures a $4b VC in SF | Founder @McKinsey Crypto DAO, 200+ McK in crypto",924,7
985932941581631489,Mythical Games,playmythical,2018-04-16T17:28:25.000Z,"We are Mythical Games, a next-generation game technology studio at the intersection of blockchain and games. Marketplace: https://t.co/ebeCPTkeNx",41623,549
52767699,Diversified Lenders,DivLend,2009-07-01T16:13:41.000Z,Working Capital Experts - specializing in invoice factoring and equipment leasing.,254,14
1766331668561006592,Fit Moral,MoralFitnezz,2024-03-09T05:14:36.000Z,Your guide to stretching and flexibility training,13945,177
1585672383758626827,The Candy Machine,TheCandyMachine,2022-10-27T16:39:10.000Z,we make cool stuff,1966,6
1384607494442344456,penumbra 🌘,penumbrazone,2021-04-20T20:39:21.000Z,"A fully private, cross-chain proof-of-stake network and decentralized exchange for the Cosmos and beyond. Coming Soon.",16468,323
854013083722711040,Village Global,villageglobal,2017-04-17T16:46:00.000Z,"Village Global is a network-native, early-stage VC firm with ~$500M AUM, chaired by Reid Hoffman, and backed by tech’s best. We lead pre-seed and seed rounds.",16941,441
628709039,Senate Finance Cmte,SenateFinance,2012-07-06T20:47:12.000Z,News and information from Finance Committee Democrats and Chairman @RonWyden (D-Oregon).,19495,546
1432537437280956417,belle,belle__sol,2021-08-31T02:55:31.000Z,"product @truffle_hq | prev @metaplex, @holaplex | pfp @BETTEW3ST",6401,58
144406604,GemsLove 🍭,thaisignal,2010-05-16T05:56:17.000Z,#BTC since 2015 | Private Jeweler based in Bangkok #GemKing ✨ไทย / 中国 (NFA/DYOR),394,8
22728255,Zynga,zynga,2009-03-04T03:40:10.000Z,"Updates from @Zynga, the leading developer of the world’s most popular social games!",402626,2483
1266195730894553090,Vuecason,vuecason,2020-05-29T02:33:03.000Z,Next generation metal 3D printing,993,12
946482612167639040,Thomas Schulz,thomasschulzz,2017-12-28T20:46:54.000Z,"Opening a new building for AI startups, sign up: https://t.co/hfKUe6vqNi",9628,152
1078460852,LIQUIDATOR,LIQUID4TOR,2013-01-11T04:07:39.000Z,-Life doesn’t hand out participation trophies-,186,6
15231287,Gartner,Gartner_inc,2008-06-25T14:03:20.000Z,"We deliver actionable, objective insight that drives smarter decisions and stronger performance.

Community guidelines: https://t.co/YoE73lYEBj",433729,10722
3186479000,ian,cryptoian,2015-05-06T10:14:12.000Z,"terminally online

prev: research @bybit_official @theblockcrunch

opinions are my own and not financial advice",9308,231
1687201209306824704,Union,union_build,2023-08-03T20:38:49.000Z,"A hyper-efficient zero-knowledge infrastructure layer for general message passing, asset transfers, NFTs, and DeFi.",11826,194
4127951894,NewsBreak,newsbreakApp,2015-11-04T21:21:20.000Z,"#NewsBreak’s mission is to make #localnews easily accessible with the goal of helping people everywhere live safer, more vibrant, truly connected lives.",55830,340
202375506,Tom Hearden,followtheh,2010-10-13T22:29:42.000Z,Hedge Fund trader and manager. Former sell side and NYSE. Views are my own and not my employer's or investment advice. 10 billion shares traded. #FINTWIT 50,19542,557
1394630323934318594,Sigil Fund,Sigil_Fund,2021-05-18T12:26:25.000Z,"Experienced Investor Fund specializing in cryptocurrencies, decentralized projects and digital assets.",1631,23
1963403180,Female Founders Fund,fcubedvc,2013-10-15T21:07:52.000Z,An early-stage fund investing in the exponential power of exceptional female talent.,16912,446
1229144910407749633,brock ⚡🤖,zeroXbrock,2020-02-16T20:46:05.000Z,seed planter @ flashbots,2219,53
1371438332,Alexander Pack,alpackaP,2013-04-22T06:34:29.000Z,"A Web3 VC since 2014. Seeded ~20x 🦄s. Co-founder @Hack_VC (~$420M). Previously: co-founder @Dragonfly_xyz, advisor @HuobiGlobal, @BainCapVC, @AngelList",13244,334
1454814840510369793,The Watch King,watchking69,2021-10-31T14:17:52.000Z,Himothée Chalamet (Lisan al Gaib) Founder @ProsperityTime_,18328,99
898506662943883268,Charles Read,chatwithcharles,2017-08-18T11:27:36.000Z,"Founder @RarestoneCap -- Board, @ComposableFin",35458,509
465885483,Clover Platform,CloverPlatform,2012-01-16T20:54:58.000Z,"The Clover Engineering team builds Android devices, apps and cloud services to bring local commerce into the smartphone era.",583,9
509728912,Obey Alliance,ObeyAlliance,2012-03-01T04:51:49.000Z,Breaking the limits of Gaming and Entertainment since 2012 | Exclusive Organization #YouShallObey 🌎,380268,224
1623633108301123584,NetMind.AI,NetmindAi,2023-02-09T10:41:28.000Z,NetMind Power is a decentralized platform aimed at democratizing AI computing power. Telegram: https://t.co/cYOXxXdzRT ; Discord: https://t.co/YStJyP1T1i,29553,279
2445396642,Okcoin,Okcoin,2014-04-15T12:45:40.000Z,"We’re a global cryptocurrency exchange with the lowest fees around. A better way to #Bitcoin — and more.

Support: 
@OkcoinHelpDesk",168842,1417
3226045585,Wyatt Benno,wyatt_benno,2015-05-25T09:00:36.000Z,Builds peer-to-peer provers and zero-knowledge VM for constrained environments and browsers @novanet_zkp. “What do you do for others?” @icme_app.,930,22
1541461,Opera,opera,2007-03-19T18:57:13.000Z,Opera - Your personal browser,646213,4179
919314949909958658,Cryptocurrency Jobs,jobsincrypto,2017-10-14T21:32:18.000Z,The leading job board for blockchain & cryptocurrency jobs. Building the decentralized future takes people from devs to writers working together. Made by @3reps,29335,551
38606601,Arman Dezfuli-Arjomandi 🎈,rawrmaan,2009-05-08T04:34:10.000Z,"Host of The Hotspot, a podcast about @helium!
Founder @fairspothelium.
Board @HeliumFndn.",9215,100
1834171,Slice,slice,2007-03-22T04:13:53.000Z,The Slice app is the NO CRAZY FEES way to order pickup and delivery from your favorite local shops • Use code SLICEX for $5 off your first order,17733,719
253167239,Goldman Sachs,GoldmanSachs,2011-02-16T17:59:09.000Z,"We are Goldman Sachs. Follow us for the latest in global and local economic progress, firm news, and thought leadership. https://t.co/3FRVF3sdcC",1038300,7880
1393603394,Envoy,envoy,2013-05-01T02:21:05.000Z,"Envoy connects people, spaces, and data in one integrated workplace platform—we power the places where people work best together.",4026,112
1170809279579918342,Will Crypto,The0nlyWill,2019-09-08T21:21:08.000Z,"CEO: @CriptoCapitalMX || Alpha: @Claynosaurz @DeGodsNFT @SteadyStackNFT || Inner Circle: @LunaLabsVC || Member: @XDegods @UnityVenturesVC ||
PFP:@OrdinalMaxiBiz",3889,10
1627276070922887170,Bitcoin Frogs,BitcoinFrogs,2023-02-19T11:57:21.000Z,"10,000 timeless frog collectibles stored on the Bitcoin Blockchain.
Powered by @deezy_inc
Discord: https://t.co/8pFrlm7QHd",62676,222
1435911698624434180,ZK Hack,__zkhack__,2021-09-09T10:24:41.000Z,"Your journey into zk starts here: Events, puzzles, videos, study clubs 🚀 Join us on Discord: https://t.co/KwUbwJxjRv ZK Mesh: https://t.co/VPs7YH02ye",7235,147
943336363826364416,Teddy Fusaro,teddyfuse,2017-12-20T04:24:50.000Z,"President @bitwiseinvest. Bitcoin, Markets, Crypto, ETFs, startups, cured meats, pastries.",8183,105
1465786245968429058,Champions Ascension,ChampionsIO,2021-11-30T20:54:18.000Z,"Enter this pulse-pounding, action-packed Arena RPG and ascend the ranks to eternal glory! Champions Ascension is officially in Alpha! Download & Play Free!",42675,238
1381838121524895744,OKX Ventures,OKX_Ventures,2021-04-13T05:14:45.000Z,"We are investment institution under OKX, focusing on exploring the best blockchain projects across the globe. Telegram Group: https://t.co/0hi9uYo1jR",110386,596
892915205826646017,Randy,nondualrandy,2017-08-03T01:09:09.000Z,"Creator @ordinalswallet / https://t.co/0CaszDD6mh / @twetchapp. Product Design, Branding & Marketing.",44385,772
1563740203084238848,Specular 🪩,SpecularL2,2022-08-28T04:08:21.000Z,"The intent-driven, EVM-native rollup",6636,103
18937279,Spark Capital,sparkcapital,2009-01-13T13:06:04.000Z,References available upon request.,71245,1598
1453867148514926600,Metagame,Metagame,2021-10-28T23:32:39.000Z,Earnable Avatars for Communities. Hibernating 🐻,2256,42
1468951598001016835,Serotonin,serotonin_hq,2021-12-09T14:33:21.000Z,the marketing and product studio for web3 | @mojito_nft 🍹 | @franklinpayroll 🪁,8800,125
419597056,Simon Gerovich,gerovich,2011-11-23T15:05:53.000Z,"CEO of Metaplanet Inc, listed on the Tokyo Stock Exchange (3350:JP)",1462,8
1164262615339675648,Galaxy,galaxyhq,2019-08-21T19:47:40.000Z,Official Galaxy X account. Digital asset and blockchain leader providing access to the growing digital economy. Disclaimer: https://t.co/D9SHvfhCVF,32421,680
1290692613641842689,Center for Effective Government at UChicago,UChicagoCEG,2020-08-04T16:54:41.000Z,Strengthening democratic institutions & improving government's capacity to solve problems. Based @UChicago @HarrisPolicy. Led by @ProfWillHowell & @SadiaSKhosa.,1392,27
116435739,Bjarte Austrheim Bakke,BjarteBakke,2010-02-22T12:49:39.000Z,"Co-founder at Hava/Diet Doctor, now overcoming long covid.",675,17
18065266,McGill University,mcgillu,2008-12-12T00:37:46.000Z,"#McGill: 203 years of great education, excellent research, in service to society.",159391,1497
1155522630,J.P. Morgan,jpmorgan,2013-02-07T00:35:00.000Z,"Official account for the latest company news and updates from Asset Management, Private Banking, Commercial Banking, and the Corporate and Investment Bank.",761486,4659
1733513286052720640,Axolotl,axolotl_ai,2023-12-09T15:46:24.000Z,Axolotl is the premier open source LLM fine tuning framework. find us on discord https://t.co/wlcE2wlJa9,876,16
965651,Nick O’Neill,chooserich,2007-03-11T23:27:01.000Z,(NFTNick) Co-Founder & CEO @niftyportal @BodoggosNFT. 🖼️🎙 Partner with us: https://t.co/vFZF03OlUR,171689,2369
1680446751306829824,Monkey Tilt,MonkeyTiltPlay,2023-07-16T05:18:42.000Z,Global: https://t.co/RAsehaDejK (Eligible jurisdictions only) | 📱 DFS: https://t.co/ZfVTsEGWUa |  🔞 Gamble Responsibly +18,18994,34
131144285,The University of Chicago,UChicago,2010-04-09T11:52:19.000Z,"The official feed of #UChicago—one of the world's leading research institutions. 

Account managed by University Communications.",98965,1190
926565014051340289,Berkeley M.E.T.,ucberkeleymet,2017-11-03T21:41:28.000Z,"Complete 2 B.S. degrees in 4 years in Engineering & Business through the UC Berkeley Management, Entrepreneurship, and Technology program.",303,4
1641820305923481603,Guardrail,guardrailai,2023-03-31T15:10:57.000Z,"Real-time, AI-powered platform to detect and respond to smart contract threats",91,2
1407445812267859974,afkbyte.(eth | lens) +/+,afk0b,2021-06-22T21:10:12.000Z,research eng @eigenlayer | professional inter @0xMantle @sozuhaus | bag fumbler @partyhatDAO | NFA,1527,23
842993375125037056,Hustle Fund 🦛🌽💛,HustleFundVC,2017-03-18T06:57:37.000Z,Great hustlers look like anyone and come from anywhere. 💛,50624,935
1168028988091985920,Zora,ourZORA,2019-09-01T05:14:44.000Z,https://t.co/Vx66LlHGb8,203025,1803
1451985418312945666,StableUnit,stableunitdao,2021-10-23T18:54:41.000Z,"The Ultimate Stablecoin (∫)

Earn from diversified revenue streams, directly in your wallet.",23499,60
845968426011119616,Vector Institute,VectorInst,2017-03-26T11:59:24.000Z,"The Vector Institute is dedicated to AI, excelling in machine & deep learning research. AI-generated content will be disclosed. FR: @InstitutVecteur",26778,464
408811027,Finian,finsight21,2011-11-09T22:37:01.000Z,"🇮🇪🥃🇦🇺🍾🇺🇸 
COO @baxus",197,7
1022221529763860481,Framework Ventures,hiFramework,2018-07-25T20:46:19.000Z,"A thesis-driven crypto venture firm that builds alongside our founders. 

Tweets are not investment advice or recommendations.

GPs: @pythianism & @im_manderson",52459,1433
1309886201944473600,mert | helius | hSOL,0xMert_,2020-09-26T16:03:08.000Z,"ceo @heliuslabs, host @lightspeedpodhq, ex coinbase — angel investor, startup nerd, and purveyor of rpc nodes",115053,1243
1295028541139177482,Euler Labs🛢️🇬🇧,eulerfinance,2020-08-16T16:04:25.000Z,"Euler is a modular lending platform on Ethereum that enables users to lend, borrow and build without limits.",52131,464
1622243071806128131,pump.fun,pumpdotfun,2023-02-05T14:37:57.000Z,"Launch a coin that is instantly tradeable for under $2 in one click: https://t.co/5I8qHw5GNN

Support: https://t.co/GnqSDkEWla",46447,203
1571655775902380039,Playground,playground_ai,2022-09-19T00:21:56.000Z,"A powerful AI image editor to create graphics like a pro without being one.

Discord: https://t.co/D2tvrsvFWu",16500,275
1452383632933392393,Web3 Talks: Stories & Tips from the Builders,web3talks,2021-10-24T21:17:25.000Z,"Inspiring stories & practical tips from web3 builders.

Join 1,500+ web3 founders, devs & operators who subscribe to Web3 Talks.

Hosted by @macbudkowski",870,0
1678818473915346953,Columbia Institute of Global Politics,ColumbiaIGP,2023-07-11T17:28:28.000Z,"A hub for connecting leaders and scholars, driving policy change, and tackling the world's biggest challenges. 

Based out of @ColumbiaSIPA | @Columbia.",1950,13
985954953717080064,ETF Prime Podcast,ETFPrime,2018-04-16T18:55:53.000Z,One of the “most helpful plain-English resources for investors who want to demystify exchange-traded funds”,3384,59
1202209184076443648,Kate Baumli,katebaumli,2019-12-04T12:53:09.000Z,"Research Engineer @GoogleDeepMind👩‍💻 Texas Ex @UTAustin🤘

Interested in intelligence, understanding, science, and mindfulness

Views my own",1291,20
1466430023028690952,Futureland,futurelandtv,2021-12-02T15:32:56.000Z,"A flexible tracker for habits, projects, skills, and anything you care about. Futureland 2 in private beta. dm @internetvin for invites.",240,0
16984977,Delip Rao e/σ,deliprao,2008-10-26T20:04:45.000Z,"Busy inventing the shipwreck. @Penn. Past: @johnshopkins, @UCSC, @Amazon, @Twitter ||Art: #NLProc, Vision, Speech, #DeepLearning || Life: 道元, improv, running 🌈",46445,912
1609306400,JoJoPoo,zuckSol,2013-07-21T00:01:12.000Z,"social experiment subject @degodsnft & @y00tsNFT
zuckerberg.sol",1504,10
805058416838410240,Joe | 0xOsprey.eth,0x_Osprey,2016-12-03T14:37:38.000Z,Checking the chain @WitnessCo_ - Crypto Accelerationist - Ethereum Validator - Prev @hiFramework - All tweets are sarcasm/NFA,9470,192
